name,type,value,date
遗憾的艺术 官方版,张栋梁,63.71,2015年第52期
真相禁区 电影同名主题曲,杨宗纬,63.35,2015年第52期
少女的祈祷,王心凌,62.63,2015年第52期
幸福特调 官方版,罗志祥 秀智(miss A),62.41,2015年第52期
现在你是怎样的人? 官方版,张栋梁,61.66,2015年第52期
盔甲 (真爱版)电视剧插曲,阎奕格,61.34,2015年第52期
关键词 官方版,林俊杰,99,2016年第01期
有梦不难 官方版,林俊杰,85.18,2016年第01期
不为谁而作的歌 官方版,林俊杰,83.06,2016年第01期
勇敢,五月天,78.52,2016年第01期
全面开战,林俊杰 林志颖,74.19,2016年第01期
心不跳了 官方版,杨培安,74.07,2016年第01期
活着是最好的死亡 官方版,蔡健雅,73.48,2016年第01期
乐作人生,钟汉良,72.19,2016年第01期
袖手旁观 官方版,萧敬腾,72.05,2016年第01期
断片 官方版,罗志祥,68.71,2016年第01期
Bird n' Tree 官方版,郭采洁,68.29,2016年第01期
独活 电视剧主题曲,炎亚纶,64.26,2016年第01期
真相禁区 电影同名主题曲,杨宗纬,62.33,2016年第01期
先生有事吗 官方版,蔡健雅,61.96,2016年第01期
一次幸福的机会 官方版,萧敬腾,61.07,2016年第01期
冷耳光 官方版,杨培安,60.23,2016年第01期
哪怕我很小 官方版,杨培安,60.06,2016年第01期
BFF,王心凌,59.76,2016年第01期
遗憾的艺术 官方版,张栋梁,59.31,2016年第01期
离开地球表面,S.H.E,57.85,2016年第01期
关键词 官方版,林俊杰,97.29,2016年第02期
Try 电影全球主题曲,周杰伦 派伟俊,95.55,2016年第02期
不为谁而作的歌 官方版,林俊杰,86.91,2016年第02期
有梦不难 官方版,林俊杰,85.87,2016年第02期
看淡 电视剧片头曲,田馥甄,82.35,2016年第02期
乐作人生,钟汉良,81.08,2016年第02期
勇敢,五月天,76.24,2016年第02期
船碇 官方版,郭采洁,75.1,2016年第02期
活着是最好的死亡 官方版,蔡健雅,70.2,2016年第02期
心不跳了 官方版,杨培安,69.38,2016年第02期
独活 电视剧主题曲,炎亚纶,66.24,2016年第02期
袖手旁观 官方版,萧敬腾,65.5,2016年第02期
先生有事吗 官方版,蔡健雅,62.75,2016年第02期
遗憾的艺术 官方版,张栋梁,61.52,2016年第02期
Bird n' Tree 官方版,郭采洁,61.51,2016年第02期
哪怕我很小 官方版,杨培安,60.65,2016年第02期
冷耳光 官方版,杨培安,59.97,2016年第02期
离开地球表面,S.H.E,58.37,2016年第02期
一次幸福的机会 官方版,萧敬腾,57.59,2016年第02期
断片 官方版,罗志祥,56.47,2016年第02期
弹唱 官方版,林俊杰,99.79,2016年第03期
Try 电影全球主题曲,周杰伦 派伟俊,91.62,2016年第03期
关键词 官方版,林俊杰,88.15,2016年第03期
有梦不难 官方版,林俊杰,83.36,2016年第03期
把你信仰 电视剧片尾曲,张韶涵,83.35,2016年第03期
一个人的日子,王心凌,77.84,2016年第03期
看淡 电视剧片头曲,田馥甄,77.32,2016年第03期
那一天还未到 电影推广曲,杨千嬅,71.7,2016年第03期
乐作人生,钟汉良,71.28,2016年第03期
菲林 官方版,蔡健雅,70.91,2016年第03期
我和我的布拉姆斯 官方版,蔡旻佑,70.17,2016年第03期
爱的主打嗝,罗志祥,70.14,2016年第03期
情愿错过白天 电影剧情曲,黎明,68.95,2016年第03期
了断 官方版,杨培安,67.28,2016年第03期
活着是最好的死亡 官方版,蔡健雅,63.66,2016年第03期
勇敢,五月天,62.47,2016年第03期
独活 电视剧主题曲,炎亚纶,62.34,2016年第03期
心不跳了 官方版,杨培安,61.15,2016年第03期
先生有事吗 官方版,蔡健雅,59.5,2016年第03期
遗憾的艺术 官方版,张栋梁,57.43,2016年第03期
把你信仰 电视剧片尾曲,张韶涵,97.01,2016年第04期
只要有你的地方(晚安版),林俊杰,94.59,2016年第04期
弹唱 官方版,林俊杰,87.7,2016年第04期
关键词 官方版,林俊杰,83.15,2016年第04期
世间始终你好 电影宣传曲,莫文蔚 郑少秋,82.48,2016年第04期
大雨将至 电视剧主题曲,徐佳莹,82.19,2016年第04期
有梦不难 官方版,林俊杰,80.26,2016年第04期
Try 电影全球主题曲,周杰伦 派伟俊,78.62,2016年第04期
就是孙悟空 电影,郭富城,73.91,2016年第04期
风之恋 电视剧片尾曲,关诗敏,72.81,2016年第04期
矜持 官方版,萧敬腾,72.09,2016年第04期
看淡 电视剧片头曲,田馥甄,70.93,2016年第04期
情愿错过白天 电影剧情曲,黎明,67.04,2016年第04期
了断 官方版,杨培安,65.22,2016年第04期
一个人的日子,王心凌,64.97,2016年第04期
谁记得 官方版,柳妍熙,64.73,2016年第04期
那一天还未到 电影推广曲,杨千嬅,63.8,2016年第04期
菲林 官方版,蔡健雅,63.6,2016年第04期
乐作人生,钟汉良,63.48,2016年第04期
我和我的布拉姆斯 官方版,蔡旻佑,63.35,2016年第04期
Too Bad 官方版,林俊杰,96.27,2016年第05期
只要有你的地方(晚安版),林俊杰,91.5,2016年第05期
关键词 官方版,林俊杰,87.54,2016年第05期
弹唱 官方版,林俊杰,87.08,2016年第05期
有梦不难 官方版,林俊杰,86.86,2016年第05期
把你信仰 电视剧片尾曲,张韶涵,85.77,2016年第05期
别惹哭我 电视剧插曲,郭静,83.16,2016年第05期
心不跳了 官方版,杨培安,79.96,2016年第05期
了断 官方版,杨培安,79.03,2016年第05期
Try 电影全球主题曲,周杰伦 派伟俊,76.08,2016年第05期
矜持 官方版,萧敬腾,73.8,2016年第05期
看淡 电视剧片头曲,田馥甄,73.72,2016年第05期
世间始终你好 电影宣传曲,莫文蔚 郑少秋,73.17,2016年第05期
风之恋 电视剧片尾曲,关诗敏,72.96,2016年第05期
大雨将至 电视剧主题曲,徐佳莹,72.88,2016年第05期
谁记得 官方版,柳妍熙,70,2016年第05期
一个人的日子,王心凌,68.55,2016年第05期
就是孙悟空 电影,郭富城,67.42,2016年第05期
蒸发太平洋 电影主题曲,迪克牛仔,66.92,2016年第05期
乐作人生,钟汉良,61.73,2016年第05期
把你信仰 电视剧片尾曲,张韶涵,94.86,2016年第06期
Too Bad 官方版,林俊杰,94.28,2016年第06期
只要有你的地方(晚安版),林俊杰,86.04,2016年第06期
关键词 官方版,林俊杰,84.87,2016年第06期
弹唱 官方版,林俊杰,82.53,2016年第06期
敢要敢不要 官方版,王心凌,81.99,2016年第06期
遗忘之前 电视剧插曲,徐佳莹,80,2016年第06期
了断 官方版,杨培安,77.36,2016年第06期
我的大学 网剧主题曲,萧敬腾,77.14,2016年第06期
北极星,罗志祥 May J.,76.99,2016年第06期
Try 电影全球主题曲,周杰伦 派伟俊,74.87,2016年第06期
别惹哭我 电视剧插曲,郭静,74.24,2016年第06期
如果时间剩一秒 电影主题曲,萧敬腾 李玟,73.9,2016年第06期
天天夜夜 电影主题曲,Twins,70.07,2016年第06期
心不跳了 官方版,杨培安,69.89,2016年第06期
一个人的日子,王心凌,66.69,2016年第06期
就是孙悟空 电影,郭富城,66.54,2016年第06期
世间始终你好 电影宣传曲,莫文蔚 郑少秋,66.42,2016年第06期
大雨将至 电视剧主题曲,徐佳莹,65.89,2016年第06期
风之恋 电视剧片尾曲,关诗敏,64.38,2016年第06期
了断 官方版,杨培安,96.28,2016年第07期
"你,有没有过(Livehouse版)",林俊杰,93.9,2016年第07期
只要有你的地方(晚安版),林俊杰,89.77,2016年第07期
Too Bad 官方版,林俊杰,87.16,2016年第07期
弹唱 官方版,林俊杰,78.21,2016年第07期
世间始终你好 电影宣传曲,莫文蔚 郑少秋,77.47,2016年第07期
把你信仰 电视剧片尾曲,张韶涵,75.09,2016年第07期
看淡 电视剧片头曲,田馥甄,74.05,2016年第07期
敢要敢不要 官方版,王心凌,73.49,2016年第07期
Try 电影全球主题曲,周杰伦 派伟俊,72.14,2016年第07期
就是孙悟空 电影,郭富城,66.74,2016年第07期
遗忘之前 电视剧插曲,徐佳莹,65.99,2016年第07期
我的大学 网剧主题曲,萧敬腾,65.69,2016年第07期
别惹哭我 电视剧插曲,郭静,65.03,2016年第07期
如果时间剩一秒 电影主题曲,萧敬腾 李玟,63.41,2016年第07期
天天夜夜 电影主题曲,Twins,62.86,2016年第07期
北极星,罗志祥 May J.,62.54,2016年第07期
一个人的日子,王心凌,60.05,2016年第07期
风之恋 电视剧片尾曲,关诗敏,58.85,2016年第07期
大雨将至 电视剧主题曲,徐佳莹,56.4,2016年第07期
"你,有没有过(Livehouse版)",林俊杰,95.99,2016年第08期
了断 官方版,杨培安,90.85,2016年第08期
只要有你的地方(晚安版),林俊杰,88.91,2016年第08期
Too Bad 官方版,林俊杰,88.25,2016年第08期
弹唱 官方版,林俊杰,85.8,2016年第08期
世间始终你好 电影宣传曲,莫文蔚 郑少秋,81.08,2016年第08期
敢要敢不要 官方版,王心凌,76.49,2016年第08期
把你信仰 电视剧片尾曲,张韶涵,73.73,2016年第08期
别惹哭我 电视剧插曲,郭静,73.33,2016年第08期
我的大学 网剧主题曲,萧敬腾,73.16,2016年第08期
遗忘之前 电视剧插曲,徐佳莹,72.34,2016年第08期
大雨将至 电视剧主题曲,徐佳莹,71.65,2016年第08期
一个人的日子,王心凌,69.5,2016年第08期
如果时间剩一秒 电影主题曲,萧敬腾 李玟,68.76,2016年第08期
就是孙悟空 电影,郭富城,68.08,2016年第08期
风之恋 电视剧片尾曲,关诗敏,67.53,2016年第08期
天天夜夜 电影主题曲,Twins,66.33,2016年第08期
北极星,罗志祥 May J.,65.3,2016年第08期
谁记得 官方版,柳妍熙,55.04,2016年第08期
矜持 官方版,萧敬腾,54.59,2016年第08期
只要有你的地方(晚安版),林俊杰,98.07,2016年第09期
"你,有没有过(Livehouse版)",林俊杰,93.02,2016年第09期
Too Bad 官方版,林俊杰,91.24,2016年第09期
大雨将至 官方版,徐佳莹,88.02,2016年第09期
敢要敢不要 官方版,王心凌,85,2016年第09期
世间始终你好 电影宣传曲,莫文蔚 郑少秋,83.54,2016年第09期
遗忘之前 电视剧插曲,徐佳莹,76.79,2016年第09期
我的大学 网剧主题曲,萧敬腾,74.1,2016年第09期
大雨将至 电视剧主题曲,徐佳莹,73.91,2016年第09期
如果时间剩一秒 电影主题曲,萧敬腾 李玟,72.75,2016年第09期
别惹哭我 电视剧插曲,郭静,72.26,2016年第09期
风之恋 电视剧片尾曲,关诗敏,71.11,2016年第09期
北极星,罗志祥 May J.,68.76,2016年第09期
十五的月亮 官方版,何维健,67.82,2016年第09期
天天夜夜 电影主题曲,Twins,66.03,2016年第09期
就是孙悟空 电影,郭富城,64.06,2016年第09期
矜持 官方版,萧敬腾,55.98,2016年第09期
谁记得 官方版,柳妍熙,53.65,2016年第09期
蒸发太平洋 电影主题曲,迪克牛仔,45.98,2016年第09期
我们,黄靖,14.04,2016年第09期
"你,有没有过(Livehouse版)",林俊杰,98.04,2016年第10期
Too Bad 官方版,林俊杰,95.91,2016年第10期
大雨将至 官方版,徐佳莹,91.47,2016年第10期
想恋一个爱,丁当,84.19,2016年第10期
我的大学 网剧主题曲,萧敬腾,80.2,2016年第10期
敢要敢不要 官方版,王心凌,76.55,2016年第10期
遗忘之前 电视剧插曲,徐佳莹,75.93,2016年第10期
如果时间剩一秒 电影主题曲,萧敬腾 李玟,73.01,2016年第10期
别惹哭我 电视剧插曲,郭静,70.03,2016年第10期
天天夜夜 电影主题曲,Twins,64.79,2016年第10期
北极星,罗志祥 May J.,60.88,2016年第10期
十五的月亮 官方版,何维健,53.39,2016年第10期
蒸发太平洋 电影主题曲,迪克牛仔,48.28,2016年第10期
You Think I'm Playing,Doughboy,43.17,2016年第10期
我们,黄靖,27.58,2016年第10期
"你,有没有过(Livehouse版)",林俊杰,95.93,2016年第11期
敢要敢不要 官方版,王心凌,85.85,2016年第11期
大雨将至 官方版,徐佳莹,84.49,2016年第11期
我的大学 网剧主题曲,萧敬腾,80.61,2016年第11期
这是最后一次 官方版,谢和弦,78.44,2016年第11期
遗忘之前 电视剧插曲,徐佳莹,71.46,2016年第11期
想恋一个爱,丁当,70.42,2016年第11期
天天夜夜 电影主题曲,Twins,67.66,2016年第11期
北极星,罗志祥 May J.,60.63,2016年第11期
如果时间剩一秒 电影主题曲,萧敬腾 李玟,59.82,2016年第11期
You Think I'm Playing,Doughboy,57.45,2016年第11期
十五的月亮 官方版,何维健,46.7,2016年第11期
闲人免进 官方版,钟汉良,95.79,2016年第12期
"你,有没有过(Livehouse版)",林俊杰,95.79,2016年第12期
只是不够爱自己,丁当,86.45,2016年第12期
完美 官方版,草蜢,77.08,2016年第12期
大雨将至 官方版,徐佳莹,75.17,2016年第12期
这是最后一次 官方版,谢和弦,73.3,2016年第12期
想恋一个爱,丁当,71.8,2016年第12期
最爱的人 官方版,李千娜 王大文,70.69,2016年第12期
以后以后,林芯仪,68.26,2016年第12期
资格不符 官方版,王大文,56.34,2016年第12期
You Think I'm Playing,Doughboy,49.69,2016年第12期
十五的月亮 官方版,何维健,46.61,2016年第12期
道听涂说,林芯仪,42.37,2016年第12期
闲人免进 官方版,钟汉良,95.34,2016年第13期
潇洒走一回 电影主题曲,徐佳莹,94.25,2016年第13期
原谅我 电影主题曲,刘德华,90.38,2016年第13期
主题曲,陈小春,81.17,2016年第13期
大雨将至 官方版,徐佳莹,72.87,2016年第13期
以后以后,林芯仪,66.65,2016年第13期
完美 官方版,草蜢,60.96,2016年第13期
最爱的人 官方版,李千娜 王大文,59.85,2016年第13期
这是最后一次 官方版,谢和弦,59.81,2016年第13期
资格不符 官方版,王大文,56.96,2016年第13期
道听涂说,林芯仪,51.79,2016年第13期
You Think I'm Playing,Doughboy,38.74,2016年第13期
十五的月亮 官方版,何维健,35.92,2016年第13期
闲人免进 官方版,钟汉良,95.28,2016年第14期
I Believe 电影主题曲,张信哲,94.21,2016年第14期
潇洒走一回 电影主题曲,徐佳莹,89.15,2016年第14期
原谅我 电影主题曲,刘德华,81.3,2016年第14期
木 官方版,魏如昀,74.94,2016年第14期
Brother - 电影 宣传曲,王祖蓝 刘维,73.3,2016年第14期
主题曲,陈小春,69.27,2016年第14期
大雨将至 官方版,徐佳莹,68.06,2016年第14期
以后以后,林芯仪,62.35,2016年第14期
这是最后一次 官方版,谢和弦,57.33,2016年第14期
最爱的人 官方版,李千娜 王大文,55,2016年第14期
完美 官方版,草蜢,49.22,2016年第14期
说实话 官方版,李千娜,46.98,2016年第14期
资格不符 官方版,王大文,46.43,2016年第14期
道听涂说,林芯仪,42.44,2016年第14期
十五的月亮 官方版,何维健,37.22,2016年第14期
You Think I'm Playing,Doughboy,36.06,2016年第14期
女人花 电影主题曲,徐佳莹,92.66,2016年第15期
Home 官方版,王诗安,90.28,2016年第15期
闲人免进 官方版,钟汉良,89.72,2016年第15期
潇洒走一回 电影主题曲,徐佳莹,82.2,2016年第15期
I Believe 电影主题曲,张信哲,80.12,2016年第15期
死心了没有 官方版,萧煌奇,75.44,2016年第15期
原谅我 电影主题曲,刘德华,72.07,2016年第15期
木 官方版,魏如昀,71.23,2016年第15期
Brother - 电影 宣传曲,王祖蓝 刘维,69.61,2016年第15期
说实话 官方版,李千娜,64.18,2016年第15期
主题曲,陈小春,61.08,2016年第15期
以后以后,林芯仪,60.24,2016年第15期
最爱的人 官方版,李千娜 王大文,55.56,2016年第15期
转身 电视剧宣传曲,樊凡,47.52,2016年第15期
完美 官方版,草蜢,46.65,2016年第15期
这是最后一次 官方版,谢和弦,46.64,2016年第15期
资格不符 官方版,王大文,36.51,2016年第15期
You Think I'm Playing,Doughboy,32.16,2016年第15期
Home 官方版,王诗安,97.34,2016年第16期
女人花 电影主题曲,徐佳莹,84.55,2016年第16期
潇洒走一回 电影主题曲,徐佳莹,80.86,2016年第16期
闲人免进 官方版,钟汉良,80.79,2016年第16期
I Believe 电影主题曲,张信哲,76.96,2016年第16期
死心了没有 官方版,萧煌奇,71.96,2016年第16期
下个街角 官方版,萧煌奇,70.47,2016年第16期
偶,魏如昀,67.83,2016年第16期
木 官方版,魏如昀,66.47,2016年第16期
说实话 官方版,李千娜,63.82,2016年第16期
原谅我 电影主题曲,刘德华,63.28,2016年第16期
Brother - 电影 宣传曲,王祖蓝 刘维,58.38,2016年第16期
以后以后,林芯仪,57.41,2016年第16期
主题曲,陈小春,53.61,2016年第16期
最爱的人 官方版,李千娜 王大文,51.12,2016年第16期
完美 官方版,草蜢,46.65,2016年第16期
这是最后一次 官方版,谢和弦,45.26,2016年第16期
资格不符 官方版,王大文,40.01,2016年第16期
"在,也不见 电影主题曲",孙燕姿,97.84,2016年第17期
是我不够好,李毓芬,95.7,2016年第17期
Home 官方版,王诗安,91.53,2016年第17期
当我的好朋友 官方版,丁当,80.54,2016年第17期
偶,魏如昀,77.95,2016年第17期
闲人免进 官方版,钟汉良,76.51,2016年第17期
下个街角 官方版,萧煌奇,73.84,2016年第17期
女人花 电影主题曲,徐佳莹,72.06,2016年第17期
只是不够爱自己 官方版,丁当,72.03,2016年第17期
潇洒走一回 电影主题曲,徐佳莹,70.55,2016年第17期
I Believe 电影主题曲,张信哲,66.02,2016年第17期
木 官方版,魏如昀,62.77,2016年第17期
迷雾 电影主题曲,A-Lin,61.4,2016年第17期
死心了没有 官方版,萧煌奇,58.51,2016年第17期
原谅我 电影主题曲,刘德华,58.13,2016年第17期
Brother - 电影 宣传曲,王祖蓝 刘维,55.53,2016年第17期
般若波罗蜜多心经 电影片尾曲,王菲,55.51,2016年第17期
说实话 官方版,李千娜,53.23,2016年第17期
主题曲,陈小春,49.64,2016年第17期
以后以后,林芯仪,45.37,2016年第17期
"在,也不见 电影主题曲",孙燕姿,94.99,2016年第18期
